??????????????撥?????????朵??????軋,???遴???????軋,??伍??撥???????賹????,?鈭?,?璇ｇ????伍?????摹??????,,,,,,
TXO_N5,2017/11/29,9.05,9.05,8.69,8.88,TX201803 ??? 2018/03,2018/1/30,-1.18,11053,3924
TXO_N5,2017/11/28,9.6,9.86,9.35,9.86,TX201806 ??? 2018/06,2018/1/30,-1.1229,11009,302
TXO_N5,2017/11/28,8.77,8.77,8.44,8.75,TX201802 ??? 2018/02,2018/1/29,0.4756,11196,139210
TXO_N5,2017/11/27,9.44,9.72,9.36,9.72,TX201803 ??? 2018/03,2018/1/29,0.4941,11185,2965
TXO_N5,2017/11/27,8.52,8.73,8.43,8.62,TX201806 ??? 2018/06,2018/1/29,0.4784,11132,282
TXO_N5,2017/11/24,9.11,10.62,8.98,9.12,TX201802 ??? 2018/02,2018/1/26,-0.0448,11146,172894
TXO_N5,2017/11/24,8.17,8.31,8.08,8.12,TX201803 ??? 2018/03,2018/1/26,-0.0449,11134,3349
TXO_N5,2017/11/23,9.02,9.13,8.9,8.97,TX201806 ??? 2018/06,2018/1/26,0.0181,11079,275
TXO_N5,2017/11/23,8.08,8.19,7.99,8.01,TX201802 ??? 2018/02,2018/1/25,0.2157,11154,207680
TXO_N5,2017/11/22,8.83,9.49,8.79,9.49,TX201803 ??? 2018/03,2018/1/25,0.225,11140,4557
TXO_N5,2017/11/22,8.31,8.42,8,8.16,TX201806 ??? 2018/06,2018/1/25,0.1809,11082,359
TXO_N5,2017/11/21,9.11,9.33,8.58,9.17,TX201802 ??? 2018/02,2018/1/24,-0.8909,11126,171874
TXO_N5,2017/11/21,8.25,8.25,7.73,7.91,TX201803 ??? 2018/03,2018/1/24,-0.9185,11111,3305
TXO_N5,2017/11/20,10.03,10.03,9.3,9.83,TX201806 ??? 2018/06,2018/1/24,-0.9318,11057,551
TXO_N5,2017/11/20,8.77,8.89,8.48,8.49,TX201802 ??? 2018/02,2018/1/23,0.0267,11225,152547
TXO_N5,2017/11/17,9.67,9.72,9.33,9.44,TX201803 ??? 2018/03,2018/1/23,0.0446,11214,2586
TXO_N5,2017/11/17,9.37,9.37,8.37,8.45,TX201806 ??? 2018/06,2018/1/23,0.0448,11161,482
TXO_N5,2017/11/16,10.69,10.73,9.95,10.2,TX201802 ??? 2018/02,2018/1/22,0.7542,11222,139799
TXO_N5,2017/11/16,9.46,9.48,8.89,9.02,TX201803 ??? 2018/03,2018/1/22,0.7369,11211,2662
TXO_N5,2017/11/15,10.64,10.95,10.43,10.95,TX201806 ??? 2018/06,2018/1/22,0.7769,11156,399
TXO_N5,2017/11/15,9.45,9.63,9.42,9.55,TX201802 ??? 2018/02,2018/1/19,0.7235,11139,106496
TXO_N5,2017/11/14,10.49,10.66,10.37,10.49,TX201803 ??? 2018/03,2018/1/19,0.7515,11127,1898
TXO_N5,2017/11/14,9.47,9.64,9.33,9.46,TX201806 ??? 2018/06,2018/1/19,0.7463,11070,311
TXO_N5,2017/11/13,10.69,10.7,10.39,10.39,TX201802 ??? 2018/02,2018/1/18,0.6279,11054,179169
TXO_N5,2017/11/13,9.56,9.62,9.45,9.62,TX201803 ??? 2018/03,2018/1/18,0.6379,11042,4651
TXO_N5,2017/11/10,11,11.16,10.16,10.17,TX201806 ??? 2018/06,2018/1/18,0.6873,10983,596
TXO_N5,2017/11/10,9.68,9.9,8.61,8.75,TX201801 ??? 2018/01,2018/1/17,0.3369,11020,85210
TXO_N5,2017/11/9,10.83,10.99,10.36,10.82,TX201802 ??? 2018/02,2018/1/17,0.1002,10989,68702
TXO_N5,2017/11/9,9.33,9.66,8.9,9.48,TX201803 ??? 2018/03,2018/1/17,0.0821,10973,1125
TXO_N5,2017/11/8,11.34,11.36,10.91,10.91,TX201806 ??? 2018/06,2018/1/17,0.1193,10913,264
TXO_N5,2017/11/8,9.84,9.84,9.44,9.46,TX201801 ??? 2018/01,2018/1/16,0.2464,10983,118376
TXO_N5,2017/11/7,11.58,11.6,11.13,11.13,TX201802 ??? 2018/02,2018/1/16,0.2282,10979,45444
TXO_N5,2017/11/7,9.83,10.05,9.63,9.71,TX201803 ??? 2018/03,2018/1/16,0.2468,10965,887
TXO_N5,2017/11/6,11.7,11.95,11.58,11.74,TX201806 ??? 2018/06,2018/1/16,0.2115,10900,218
TXO_N5,2017/11/6,10.04,10.33,9.94,9.98,TX201801 ??? 2018/01,2018/1/15,0.7356,10955,134712
TXO_N5,2017/11/3,11.46,11.82,11.26,11.82,TX201802 ??? 2018/02,2018/1/15,0.7543,10953,39499
TXO_N5,2017/11/3,9.86,10.09,9.71,9.75,TX201803 ??? 2018/03,2018/1/15,0.7368,10938,841
TXO_N5,2017/11/2,11.67,11.85,11.55,11.85,TX201806 ??? 2018/06,2018/1/15,0.8156,10877,474
TXO_N5,2017/11/2,10.13,10.28,9.96,10.01,TX201801 ??? 2018/01,2018/1/12,0.713,10876,124266
TXO_N5,2017/11/1,11.37,11.72,11.26,11.64,TX201802 ??? 2018/02,2018/1/12,0.7787,10871,17817
TXO_N5,2017/11/1,9.75,10.08,9.74,9.93,TX201803 ??? 2018/03,2018/1/12,0.789,10859,749
TXO_N5,2017/10/31,11.87,11.92,11.47,11.85,TX201806 ??? 2018/06,2018/1/12,0.7941,10790,239
TXO_N5,2017/10/31,10.27,10.37,9.84,9.95,TX201801 ??? 2018/01,2018/1/11,-0.1018,10801,135869
TXO_N5,2017/10/30,11.78,12.09,11.65,12.09,TX201802 ??? 2018/02,2018/1/11,-0.0926,10788,6990
TXO_N5,2017/10/30,10.09,10.28,9.96,10.13,TX201803 ??? 2018/03,2018/1/11,-0.0649,10773,588
TXO_N5,2017/10/27,11.22,12.14,11.03,12.14,TX201806 ??? 2018/06,2018/1/11,-0.0374,10704,129
TXO_N5,2017/10/27,9.85,10.05,9.37,9.9,TX201801 ??? 2018/01,2018/1/10,-0.6342,10809,132570
TXO_N5,2017/10/26,11.48,12.35,11.2,11.85,TX201802 ??? 2018/02,2018/1/10,-0.6259,10796,5801
TXO_N5,2017/10/26,9.96,10.07,9.66,9.75,TX201803 ??? 2018/03,2018/1/10,-0.6268,10780,662
TXO_N5,2017/10/25,11.09,11.87,11.07,11.87,TX201806 ??? 2018/06,2018/1/10,-0.5849,10708,182
TXO_N5,2017/10/25,9.71,9.91,9.6,9.86,TX201801 ??? 2018/01,2018/1/9,-0.0459,10881,97025
TXO_N5,2017/10/24,11.05,11.16,10.84,11.16,TX201802 ??? 2018/02,2018/1/9,-0.0276,10864,2523
TXO_N5,2017/10/24,9.76,9.94,9.61,9.75,TX201803 ??? 2018/03,2018/1/9,-0.0184,10848,454
TXO_N5,2017/10/23,11.06,11.66,10.86,11.66,TX201806 ??? 2018/06,2018/1/9,-0.0093,10771,61
TXO_N5,2017/10/23,10.19,10.19,9.6,9.7,TX201801 ??? 2018/01,2018/1/8,0.2395,10886,106537
TXO_N5,2017/10/20,11.02,11.12,10.74,11.12,TX201802 ??? 2018/02,2018/1/8,0.2306,10868,2137
TXO_N5,2017/10/20,9.68,9.91,9.57,9.71,TX201803 ??? 2018/03,2018/1/8,0.2402,10850,344
TXO_N5,2017/10/19,10.86,10.92,10.66,10.72,TX201806 ??? 2018/06,2018/1/8,0.2606,10772,101
TXO_N5,2017/10/19,9.76,9.8,9.5,9.53,TX201801 ??? 2018/01,2018/1/5,0.1938,10857,110637
TXO_N5,2017/10/18,11.4,11.9,11.3,11.77,TX201802 ??? 2018/02,2018/1/5,0.2126,10843,2390
TXO_N5,2017/10/18,10,10.34,10,10.14,TX201803 ??? 2018/03,2018/1/5,0.2129,10823,413
TXO_N5,2017/10/17,11.18,11.79,11.18,11.79,TX201806 ??? 2018/06,2018/1/5,0.1958,10745,131
TXO_N5,2017/10/17,10.07,10.21,10.02,10.14,TX201801 ??? 2018/01,2018/1/4,0.4542,10837,119190
TXO_N5,2017/10/16,10.87,11.47,10.85,11.47,TX201802 ??? 2018/02,2018/1/4,0.4456,10821,2617
TXO_N5,2017/10/16,9.72,9.98,9.72,9.95,TX201803 ??? 2018/03,2018/1/4,0.4838,10801,356
TXO_N5,2017/10/13,10.43,10.43,9.92,9.92,TX201806 ??? 2018/06,2018/1/4,0.4779,10723,112
TXO_N5,2017/10/13,9.18,9.18,8.91,8.91,TX201801 ??? 2018/01,2018/1/3,0.7471,10789,120998
TXO_N5,2017/10/12,10.49,10.55,10.22,10.38,TX201802 ??? 2018/02,2018/1/3,0.7671,10773,2927
TXO_N5,2017/10/12,9.29,9.38,8.95,9.05,TX201803 ??? 2018/03,2018/1/3,0.7876,10750,506
TXO_N5,2017/10/11,10.5,10.87,10.26,10.75,TX201806 ??? 2018/06,2018/1/3,0.7743,10675,217
TXO_N5,2017/10/11,9.21,9.66,9.17,9.34,TX201801 ??? 2018/01,2018/1/2,0.7054,10709,108602
TXO_N5,2017/10/6,10.31,10.44,10.18,10.36,TX201802 ??? 2018/02,2018/1/2,0.6971,10691,2084
TXO_N5,2017/10/6,9.08,9.28,8.91,8.95,TX201803 ??? 2018/03,2018/1/2,0.6702,10665,355
TXO_N5,2017/10/5,10.45,10.45,10.19,10.37,TX201806 ??? 2018/06,2018/1/2,0.6558,10590,158
TXO_N5,2017/10/5,9.07,9.12,8.84,8.93,TX201801 ??? 2018/01,2017/12/29,0.6818,10636,122636
TXO_N5,2017/10/3,10.44,10.59,10.12,10.29,TX201802 ??? 2018/02,2017/12/29,0.6829,10618,2369
TXO_N5,2017/10/3,9.11,9.18,8.76,8.79,TX201803 ??? 2018/03,2017/12/29,0.6651,10595,577
TXO_N5,2017/10/2,10.84,10.84,10.44,10.52,TX201806 ??? 2018/06,2017/12/29,0.6505,10523,160
TXO_N5,2017/10/2,9.31,9.45,9.01,9.04,TX201801 ??? 2018/01,2017/12/28,0.8306,10562,143604
TXO_N5,2017/9/30,11.19,11.19,10.49,10.51,TX201802 ??? 2018/02,2017/12/28,0.8127,10545,3152
TXO_N5,2017/9/30,9.86,9.86,9.09,9.14,TX201803 ??? 2018/03,2017/12/28,0.8432,10525,491
TXO_N5,2017/9/29,11.87,11.9,11.28,11.28,TX201806 ??? 2018/06,2017/12/28,0.8004,10453,251
TXO_N5,2017/9/29,10.49,10.6,10.01,10.12,TX201801 ??? 2018/01,2017/12/27,0.5472,10476,115742
TXO_N5,2017/9/28,11.97,12.23,11.75,11.86,TX201802 ??? 2018/02,2017/12/27,0.548,10462,1927
TXO_N5,2017/9/28,10.83,10.89,10.43,10.72,TX201803 ??? 2018/03,2017/12/27,0.4621,10439,339
TXO_N5,2017/9/27,12.65,12.79,12.11,12.14,TX201806 ??? 2018/06,2017/12/27,0.4261,10379,121
TXO_N5,2017/9/27,11.12,11.36,10.8,10.86,TX201801 ??? 2018/01,2017/12/26,-1.0261,10416,148599
TXO_N5,2017/9/26,13.12,13.12,12.39,12.85,TX201802 ??? 2018/02,2017/12/26,-1.0276,10403,2512
TXO_N5,2017/9/26,11.19,11.42,10.93,11.35,TX201803 ??? 2018/03,2017/12/26,-1.0007,10388,588
TXO_N5,2017/9/25,12.29,13.23,12.15,12.77,TX201806 ??? 2018/06,2017/12/26,-1.0635,10329,224
TXO_N5,2017/9/25,10.96,11.95,10.96,11.35,TX201801 ??? 2018/01,2017/12/25,-0.076,10526,73249
TXO_N5,2017/9/22,10.93,11.76,10.93,11.74,TX201802 ??? 2018/02,2017/12/25,-0.0856,10511,822
TXO_N5,2017/9/22,9.96,10.49,9.93,10.42,TX201803 ??? 2018/03,2017/12/25,-0.0762,10493,189
TXO_N5,2017/9/21,11.73,11.73,10.61,10.8,TX201806 ??? 2018/06,2017/12/25,-0.0575,10437,37
TXO_N5,2017/9/21,10.57,10.57,9.44,9.57,TX201801 ??? 2018/01,2017/12/22,0.3621,10535,83929
TXO_N5,2017/9/20,12.31,12.64,12.25,12.49,TX201802 ??? 2018/02,2017/12/22,0.3434,10519,961
TXO_N5,2017/9/20,11.47,11.79,11.34,11.65,TX201803 ??? 2018/03,2017/12/22,0.3152,10502,790
TXO_N5,2017/9/19,11.93,12.72,11.74,12.72,TX201806 ??? 2018/06,2017/12/22,0.317,10443,194
TXO_N5,2017/9/19,10.95,11.93,10.79,11.41,TX201801 ??? 2018/01,2017/12/21,-0.1237,10497,120042
TXO_N5,2017/9/18,12.35,12.46,11.92,12.29,TX201802 ??? 2018/02,2017/12/21,,10483,817
